"","HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"11","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3CCZ6YKWR8XN8O5OGZG8UXFQPFW59I","A1YGG7LBCMRPO1","Submitted","Wed Feb 14 22:40:29 PST 2018","Wed Feb 14 23:08:32 PST 2018","Sat Feb 17 23:08:32 PST 2018",NA,NA,NA,1683,"0% (0/1)","0% (0/1)","0% (0/1)",785999,"","X"
"12","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3CFVK00FWMZESU6BAFT3RCKLL4OL6B","A3HKZTDVORNEZ","Submitted","Wed Feb 14 22:44:55 PST 2018","Wed Feb 14 23:12:17 PST 2018","Sat Feb 17 23:12:17 PST 2018",NA,NA,NA,1642,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"X",""
"13","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3DI28L7YXBS5F2VMNNUIJL3K4W81E7","A2DW47AFPJWXAM","Submitted","Wed Feb 14 22:46:55 PST 2018","Wed Feb 14 23:23:07 PST 2018","Sat Feb 17 23:23:07 PST 2018",NA,NA,NA,2172,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"X",""
"14","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3DIP6YHAPD6NQ2F7M83XYVQSI2D8EX","A3C8SBXXN9CYM0","Submitted","Wed Feb 14 22:42:37 PST 2018","Wed Feb 14 22:54:41 PST 2018","Sat Feb 17 22:54:41 PST 2018",NA,NA,NA,724,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"","X"
"15","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3E13VNJ1NO9HV7X8J6K9401CWPDI1V","A3EKETMVGU2PM9","Submitted","Wed Feb 14 22:28:14 PST 2018","Wed Feb 14 23:00:53 PST 2018","Sat Feb 17 23:00:53 PST 2018",NA,NA,NA,1959,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"X",""
"16","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3EJJQNKU9SJ5SHL5BIH3AFIA0ASRH7","A1QY1MFS05SZY6","Submitted","Wed Feb 14 22:34:30 PST 2018","Wed Feb 14 23:18:00 PST 2018","Sat Feb 17 23:18:00 PST 2018",NA,NA,NA,2610,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"X",""
"17","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3F6KKYWMNCF313OBWFHWAAY27LAND6","A1RF3SUO8U3QWU","Submitted","Wed Feb 14 22:29:35 PST 2018","Wed Feb 14 22:48:06 PST 2018","Sat Feb 17 22:48:06 PST 2018",NA,NA,NA,1111,"100% (2/2)","100% (2/2)","0% (0/0)",785999,"X",""
"18","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3FIUS151DWG03VHGB159QBS2J14GG1","A2WZ0RZMKQ2WGJ","Submitted","Wed Feb 14 22:31:34 PST 2018","Wed Feb 14 22:50:06 PST 2018","Sat Feb 17 22:50:06 PST 2018",NA,NA,NA,1112,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"","X"
"19","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3FQ5JJ512M2BF9ULOW3JENTSRU7KNG","A1YFVXP4A1CXSF","Submitted","Wed Feb 14 22:28:33 PST 2018","Wed Feb 14 23:02:09 PST 2018","Sat Feb 17 23:02:09 PST 2018",NA,NA,NA,2016,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"X",""
"20","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3G5F9DBFOQBXLO2MK2MDBC7DLG6HVR","A2KH9SC6A8VQXZ","Submitted","Wed Feb 14 22:45:09 PST 2018","Wed Feb 14 23:00:58 PST 2018","Sat Feb 17 23:00:58 PST 2018",NA,NA,NA,949,"100% (2/2)","100% (1/1)","100% (1/1)",785999,"X",""
"21","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3GDTJDAPVVPL2Q7K36RGB3V1R438ML","A219F0XEEZIGAT","Submitted","Wed Feb 14 22:28:43 PST 2018","Wed Feb 14 22:47:11 PST 2018","Sat Feb 17 22:47:11 PST 2018",NA,NA,NA,1108,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"X",""
"22","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3HHRAGRYX9J9GYB6LEC733FH6A1O96","A3UE49REX108ZE","Submitted","Wed Feb 14 22:46:34 PST 2018","Wed Feb 14 23:00:11 PST 2018","Sat Feb 17 23:00:11 PST 2018",NA,NA,NA,817,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"","X"
"23","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3HQUKB7LNGSS3N72FD59WBG4D1UHH0","A1IM8G6UNAGQ7S","Submitted","Wed Feb 14 22:34:30 PST 2018","Wed Feb 14 22:49:33 PST 2018","Sat Feb 17 22:49:33 PST 2018",NA,NA,NA,903,"100% (4/4)","0% (0/0)","0% (0/0)",785999,"","X"
"24","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3IQ1VMJRYUYKEUH5BV7P28VCHTY9AT","A1Q3WD30UJPP3L","Submitted","Wed Feb 14 22:56:59 PST 2018","Wed Feb 14 23:12:12 PST 2018","Sat Feb 17 23:12:12 PST 2018",NA,NA,NA,913,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"","X"
"25","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3JNQLM5FT50QATNANDH01Z395ZN2LC","ANZN7CH92GM4X","Submitted","Wed Feb 14 22:52:12 PST 2018","Wed Feb 14 23:08:54 PST 2018","Sat Feb 17 23:08:54 PST 2018",NA,NA,NA,1002,"100% (4/4)","0% (0/0)","0% (0/0)",785999,"X",""
"26","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3KKG4CDWKJC5C51O2UXYP59CPJ094G","A1AC6FP2BAJIOD","Submitted","Wed Feb 14 22:30:36 PST 2018","Wed Feb 14 22:57:12 PST 2018","Sat Feb 17 22:57:12 PST 2018",NA,NA,NA,1596,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"","X"
"27","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3KMS4QQVK34ZRHH4Q8K66IKJP3MKFA","A3PT15XRN1X8VE","Submitted","Wed Feb 14 22:46:45 PST 2018","Wed Feb 14 22:48:09 PST 2018","Sat Feb 17 22:48:09 PST 2018",NA,NA,NA,84,"100% (4/4)","100% (3/3)","100% (2/2)",785999,"X",""
"28","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3KRVW3HTZOZ3LAMTH4XLSUV23YAMSZ","A2ZB24AEN6N7Y3","Submitted","Wed Feb 14 22:34:04 PST 2018","Wed Feb 14 22:48:29 PST 2018","Sat Feb 17 22:48:29 PST 2018",NA,NA,NA,865,"100% (3/3)","100% (2/2)","100% (2/2)",785999,"","X"
"29","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3M68NM076ILPVS1OFZQZDOTKRWCR66","AP26BNVW9C4FQ","Submitted","Wed Feb 14 22:33:21 PST 2018","Wed Feb 14 22:47:49 PST 2018","Sat Feb 17 22:47:49 PST 2018",NA,NA,NA,868,"100% (3/3)","100% (1/1)","100% (1/1)",785999,"","X"
"30","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3O6CYIULEEFF5Z8BABY8GTFHMXDWUK","A3FC9TXW4L9ZT5","Submitted","Wed Feb 14 23:35:38 PST 2018","Wed Feb 14 23:57:37 PST 2018","Sat Feb 17 23:57:37 PST 2018",NA,NA,NA,1319,"100% (1/1)","0% (0/0)","0% (0/0)",785999,"X",""
"31","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3PEIJLRY6U77M326FG9V00ELGFQXW9","A2VUGFYZSVEUM","Submitted","Wed Feb 14 22:41:30 PST 2018","Wed Feb 14 22:53:10 PST 2018","Sat Feb 17 22:53:10 PST 2018",NA,NA,NA,700,"100% (2/2)","0% (0/0)","0% (0/0)",785999,"","X"
"32","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3QAPZX2QN5RDDXYOYKVH3FBL21B020","A13VEEU1DPKKOU","Submitted","Wed Feb 14 22:40:10 PST 2018","Wed Feb 14 22:56:19 PST 2018","Sat Feb 17 22:56:19 PST 2018",NA,NA,NA,969,"100% (2/2)","100% (2/2)","100% (2/2)",785999,"X",""
"33","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3QAVNHZ3ENIFFWIE0SAF7HM7HNDALP","A3GI86L18Z71XY","Submitted","Wed Feb 14 22:28:08 PST 2018","Wed Feb 14 22:52:47 PST 2018","Sat Feb 17 22:52:47 PST 2018",NA,NA,NA,1479,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"X",""
"34","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3QJOXOW4XK52BRHBG9DG3DRN272EMR","A1Y2N49VMVJ7C6","Submitted","Wed Feb 14 22:45:10 PST 2018","Wed Feb 14 22:56:50 PST 2018","Sat Feb 17 22:56:50 PST 2018",NA,NA,NA,700,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"X",""
"35","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3QXNC7EIPJ9ODHJNJTAWD2JZ87L09S","A3J08ETUZNPUF3","Submitted","Wed Feb 14 22:40:32 PST 2018","Wed Feb 14 22:58:03 PST 2018","Sat Feb 17 22:58:03 PST 2018",NA,NA,NA,1051,"100% (2/2)","100% (2/2)","100% (2/2)",785999,"X",""
"36","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3R08VXYT7D9D7OWFX35X611XEMCW7E","A3HVIHP066ACJQ","Submitted","Wed Feb 14 22:46:43 PST 2018","Wed Feb 14 23:41:24 PST 2018","Sat Feb 17 23:41:24 PST 2018",NA,NA,NA,3281,"100% (2/2)","100% (2/2)","100% (1/1)",785999,"","X"
"37","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3R2UR8A0IBUZHUT4OUILJ61ZDDRXOX","AJEIX4HPLQM0H","Submitted","Wed Feb 14 22:40:33 PST 2018","Wed Feb 14 22:55:25 PST 2018","Sat Feb 17 22:55:25 PST 2018",NA,NA,NA,892,"100% (2/2)","100% (2/2)","100% (2/2)",785999,"","X"
"38","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3RRCEFRB7NQO0YGL0EBUGB42DJ4B4T","A2FVHVDTBC1BVB","Submitted","Wed Feb 14 22:42:03 PST 2018","Wed Feb 14 22:58:33 PST 2018","Sat Feb 17 22:58:33 PST 2018",NA,NA,NA,990,"100% (1/1)","100% (1/1)","100% (1/1)",785999,"X",""
"39","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3RXPCZQMQQP3ZGRDTIK6JOOWHCMG12","A26KS0EB5XV4N9","Submitted","Wed Feb 14 22:40:52 PST 2018","Wed Feb 14 23:01:52 PST 2018","Sat Feb 17 23:01:52 PST 2018",NA,NA,NA,1260,"100% (2/2)","100% (2/2)","100% (2/2)",785999,"","X"
