"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3N1FSUEFL6EHFVE5EA20B1S2G4H4DU","A2H9COVN7HMNLL","Submitted","Wed Feb 14 22:48:12 PST 2018","Wed Feb 14 22:48:49 PST 2018","Sat Feb 17 22:48:49 PST 2018","","","","37","100% (2/2)","100% (2/2)","100% (2/2)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","33IZTU6J82FEFMLXVBZU3BB0A2USXP","AF09UGIC6B81Y","Submitted","Wed Feb 14 22:31:30 PST 2018","Wed Feb 14 22:50:10 PST 2018","Sat Feb 17 22:50:10 PST 2018","","","","1120","100% (3/3)","100% (2/2)","100% (2/2)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3F1567XTNXJC1AOM0R4BS8AHLBIQ9F","ANZN7CH92GM4X","Submitted","Wed Feb 14 22:30:59 PST 2018","Wed Feb 14 22:51:22 PST 2018","Sat Feb 17 22:51:22 PST 2018","","","","1223","100% (4/4)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3LQ8PUHQFM6SZIIMLVNUWNHJDEAIHV","A3FJQ2DZJIENKU","Submitted","Wed Feb 14 22:41:57 PST 2018","Wed Feb 14 22:53:27 PST 2018","Sat Feb 17 22:53:27 PST 2018","","","","690","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3WRFBPLXRB25JBME3QBKX1CQG8M3NP","A191V8LNTTLHSA","Submitted","Wed Feb 14 22:42:47 PST 2018","Wed Feb 14 22:55:04 PST 2018","Sat Feb 17 22:55:04 PST 2018","","","","737","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3P4RDNWND6KOQODC9VQF80XYQ6EIJ0","A2NPUPP06POEJ0","Submitted","Wed Feb 14 22:41:35 PST 2018","Wed Feb 14 22:57:39 PST 2018","Sat Feb 17 22:57:39 PST 2018","","","","964","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3XLBSAQ9Z5QH1J1K8QP455VFVOG7ZF","A26KS0EB5XV4N9","Submitted","Wed Feb 14 22:40:33 PST 2018","Wed Feb 14 22:58:08 PST 2018","Sat Feb 17 22:58:08 PST 2018","","","","1055","100% (2/2)","100% (2/2)","100% (2/2)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","39LOEL67OTJKG4ZAXOM1F4MVRDN836","AJEIX4HPLQM0H","Submitted","Wed Feb 14 22:41:00 PST 2018","Wed Feb 14 22:58:11 PST 2018","Sat Feb 17 22:58:11 PST 2018","","","","1031","100% (2/2)","100% (2/2)","100% (2/2)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","30X31N5D6442J9D4K17GJ3029HMAS4","A1YGG7LBCMRPO1","Submitted","Wed Feb 14 22:40:31 PST 2018","Wed Feb 14 22:58:32 PST 2018","Sat Feb 17 22:58:32 PST 2018","","","","1081","0% (0/1)","0% (0/1)","0% (0/1)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3HMVI3QICK63L7CDNO6CQOV0M8BY1H","A241K3CXIR4129","Submitted","Wed Feb 14 22:42:00 PST 2018","Wed Feb 14 22:58:53 PST 2018","Sat Feb 17 22:58:53 PST 2018","","","","1013","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","30LSNF239V9OKSF42AKN9JBHOVRI2C","A6DFZKR0TAJOF","Submitted","Wed Feb 14 22:28:25 PST 2018","Wed Feb 14 22:59:12 PST 2018","Sat Feb 17 22:59:12 PST 2018","","","","1847","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3YMU66OBIOME3RCRV7NRBB43Y1IGH1","AU7S0PAIT5L17","Submitted","Wed Feb 14 22:42:16 PST 2018","Wed Feb 14 23:00:03 PST 2018","Sat Feb 17 23:00:03 PST 2018","","","","1067","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3SEPORI8WODZKLZIFT1OFWX5WWMAZ9","A3J08ETUZNPUF3","Submitted","Wed Feb 14 22:41:13 PST 2018","Wed Feb 14 23:00:11 PST 2018","Sat Feb 17 23:00:11 PST 2018","","","","1138","100% (2/2)","100% (2/2)","100% (2/2)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","31LM9EDVOM6G4PO36B37D8TFC58NJL","A1VOZRZINYXSIE","Submitted","Wed Feb 14 22:43:36 PST 2018","Wed Feb 14 23:00:44 PST 2018","Sat Feb 17 23:00:44 PST 2018","","","","1028","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","39ZSFO5CA9ATZF8C3CFTR3L9K11JU9","A3BUSRXW32A27S","Submitted","Wed Feb 14 22:45:11 PST 2018","Wed Feb 14 23:01:06 PST 2018","Sat Feb 17 23:01:06 PST 2018","","","","955","100% (1/1)","100% (1/1)","100% (1/1)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3I3WADAZ9RIQFB9UIOZQRNAFKEH5OV","A3LUBKV41WYBK3","Submitted","Wed Feb 14 22:28:19 PST 2018","Wed Feb 14 23:01:14 PST 2018","Sat Feb 17 23:01:14 PST 2018","","","","1975","100% (2/2)","100% (2/2)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3YT88D1N09C4B51B6DJ459VMMDHK31","A1OFOVU6TCQ2K3","Submitted","Wed Feb 14 22:45:39 PST 2018","Wed Feb 14 23:01:50 PST 2018","Sat Feb 17 23:01:50 PST 2018","","","","971","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3NC5L260MP0IH82JO0CZDZ1S98WFOP","A2Q4ILF5IEPAE3","Submitted","Wed Feb 14 22:40:07 PST 2018","Wed Feb 14 23:02:29 PST 2018","Sat Feb 17 23:02:29 PST 2018","","","","1342","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3OE22WJIGJ2AL2CPY2Z2O4XVYWTQU7","A2WWKCWR04ZO1B","Submitted","Wed Feb 14 22:46:30 PST 2018","Wed Feb 14 23:03:00 PST 2018","Sat Feb 17 23:03:00 PST 2018","","","","990","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3MAOD8E57ROHZ9TSNFI84H1UN3MXNI","A13VEEU1DPKKOU","Submitted","Wed Feb 14 22:40:31 PST 2018","Wed Feb 14 23:03:27 PST 2018","Sat Feb 17 23:03:27 PST 2018","","","","1376","100% (2/2)","100% (2/2)","100% (2/2)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3EO896NRAX9EZ2TN37PJM7Z71NUTJS","AODEMLZW7K1A8","Submitted","Wed Feb 14 22:46:46 PST 2018","Wed Feb 14 23:04:36 PST 2018","Sat Feb 17 23:04:36 PST 2018","","","","1070","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","33OOO72IVIZRRONHTF8XZ3MCB3KCTW","A2Q2A7AB6MMFLI","Submitted","Wed Feb 14 22:28:33 PST 2018","Wed Feb 14 23:05:12 PST 2018","Sat Feb 17 23:05:12 PST 2018","","","","2199","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3VW6495TLKE0BDNGZDDL4B6ATTLYYG","A20SMUCY0FQA7Z","Submitted","Wed Feb 14 22:47:11 PST 2018","Wed Feb 14 23:06:18 PST 2018","Sat Feb 17 23:06:18 PST 2018","","","","1147","75% (3/4)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3WQQ9FUS6B8PJZ3NCH17XNK7F508BX","A2M5YIOR0MJUSA","Submitted","Wed Feb 14 22:42:17 PST 2018","Wed Feb 14 23:08:00 PST 2018","Sat Feb 17 23:08:00 PST 2018","","","","1543","100% (2/2)","100% (1/1)","100% (1/1)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3K772S5NP9PGJDG0PCX3B8JRLL2EHH","A138IDUXMA6TAQ","Submitted","Wed Feb 14 22:32:57 PST 2018","Wed Feb 14 23:09:05 PST 2018","Sat Feb 17 23:09:05 PST 2018","","","","2168","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3TPWUS5F8AFJJ5RBOKD8MNTBFX4WC8","A1I3Z5NKBMZHE7","Submitted","Wed Feb 14 23:00:17 PST 2018","Wed Feb 14 23:11:31 PST 2018","Sat Feb 17 23:11:31 PST 2018","","","","674","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3TR2532VIQ88X4IB7UHQBX7THFJ6JU","A3HKZTDVORNEZ","Submitted","Wed Feb 14 22:44:55 PST 2018","Wed Feb 14 23:12:29 PST 2018","Sat Feb 17 23:12:29 PST 2018","","","","1654","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3UN61F00HX3TCO1AAGGULIFKV12R5R","AGK30V341UN88","Submitted","Wed Feb 14 22:57:31 PST 2018","Wed Feb 14 23:12:47 PST 2018","Sat Feb 17 23:12:47 PST 2018","","","","916","100% (2/2)","100% (1/1)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","33FBRBDW6PD8T4VTQHX287QPXQ08C4","A32Y9JC775LYLV","Submitted","Wed Feb 14 22:42:32 PST 2018","Wed Feb 14 23:13:19 PST 2018","Sat Feb 17 23:13:19 PST 2018","","","","1847","100% (4/4)","100% (1/1)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","3MB8LZR5BG7LR9R0CJN41VP3MZ7KLE","ALFN87DRIW47R","Submitted","Wed Feb 14 22:28:29 PST 2018","Wed Feb 14 23:13:35 PST 2018","Sat Feb 17 23:13:35 PST 2018","","","","2706","0% (0/0)","0% (0/0)","0% (0/0)","785999"
"3DWGDA5POFIKVTJFSBERU5VMC1G1V4","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:28:13 PST 2018","50","BatchId:3116155;OriginalHitTemplateId:920937340;","3600","259200","Wed Feb 21 22:28:13 PST 2018","","","35USIKEBNSU4GU9WMS9I44OAQZO6NY","A2KH9SC6A8VQXZ","Submitted","Wed Feb 14 22:45:10 PST 2018","Wed Feb 14 23:14:14 PST 2018","Sat Feb 17 23:14:14 PST 2018","","","","1744","100% (2/2)","100% (1/1)","100% (1/1)","785999"
