StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Mturk ID,Gender,Age,Education,Ethnicity,English?,1.A,1.A,1.A,1.A,1.B,1.B,1.B,1.B,1.C,1.C,1.C,1.C,1.D,1.D,1.D,1.D,1.E,1.E,1.E,1.E,2.A,2.A,2.A,2.A,2.B,2.B,2.B,2.B,2.C,2.C,2.C,2.C,2.D,2.D,2.D,2.D,2.E,2.E,2.E,2.E,3.A,3.A,3.A,3.A,3.B,3.B,3.B,3.B,3.C,3.C,3.C,3.C,3.D,3.D,3.D,3.D,3.E,3.E,3.E,3.E,4.A,4.A,4.A,4.A,4.B,4.B,4.B,4.B,4.C,4.C,4.C,4.C,4.D,4.D,4.D,4.D,4.E,4.E,4.E,4.E,5.A,5.A,5.A,5.A,5.B,5.B,5.B,5.B,5.C,5.C,5.C,5.C,5.D,5.D,5.D,5.D,5.E,5.E,5.E,5.E,problems,score,survey_code
2018-02-14 00:27:51,2018-02-14 00:48:59,IP Address,190.37.36.107,100,1267,True,2018-02-14 00:49:01,R_Ua5fdRZNcytsq3f,,,,,8,-66,anonymous,EN,ABTS560AIV57B,Male,22,Bachelor's Degree,White,Yes,A,A,A,A,B,B,C,B,C,C,B,D,A,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,D,C,C,C,D,D,D,D,E,E,E,E,A,B,C,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,D,B,B,D,A,C,C,C,D,B,D,D,E,E,E,E,"No, excellent study",89,785999
2018-02-14 00:40:22,2018-02-14 00:53:56,IP Address,123.252.249.142,100,813,True,2018-02-14 00:53:57,R_0TjJJv2Phwfsi1b,,,,,"18,533294677734","73,86669921875",anonymous,EN,A1TVJ4HKOOIL6L,Male,44,Bachelor's Degree,Asian,No,E,D,A,E,B,B,B,B,C,A,A,A,B,D,D,D,A,B,D,C,A,A,A,C,B,B,B,B,E,C,A,A,D,D,D,D,E,D,C,C,A,E,A,E,B,B,B,B,A,C,A,A,D,D,D,D,E,E,E,E,E,E,C,A,B,B,B,B,A,E,A,E,D,D,D,D,E,E,E,C,E,A,C,C,B,B,B,B,E,C,E,E,D,D,D,D,E,E,C,E,"Yes, confusion identifcation on 3 faces",62,785999
2018-02-14 00:40:20,2018-02-14 00:56:05,IP Address,117.221.132.188,100,944,True,2018-02-14 00:56:06,R_7ZNJFJvJJXJs6ZP,,,,,"11,649993896484","78,166687011719",anonymous,EN,A2PTXQ060AH5S5,Male,24,Bachelor's Degree,Black or African American,Yes,A,A,C,A,B,B,B,B,B,C,C,A,D,D,D,D,C,D,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,NO COMMENTS,95,785999
2018-02-14 00:39:13,2018-02-14 00:56:10,IP Address,157.50.33.56,100,1016,True,2018-02-14 00:56:12,R_3fPfbjn9bYxQiBj,,,,,"13,083297729492","80,283294677734",anonymous,EN,A29NA4283YJ26D,Male,35,Master's Degree,Asian,Yes,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,NO,100,785999
2018-02-14 00:38:38,2018-02-14 00:56:30,IP Address,157.48.72.185,100,1072,True,2018-02-14 00:56:32,R_3gSLx7zaUMEfwUU,,,,,"17,375305175781","78,474395751953",anonymous,EN,A1C6OI7KRP6FR9,Male,36,Associates Degree,Asian,No,C,A,A,D,D,D,D,B,D,B,D,C,D,C,B,B,B,A,B,D,A,A,A,A,B,B,B,B,C,E,D,C,B,D,D,E,D,D,D,E,A,A,A,A,B,D,B,D,A,C,D,C,B,B,B,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,GREAT STUDY,71,785999
2018-02-14 00:43:24,2018-02-14 00:58:02,IP Address,103.25.44.2,100,877,True,2018-02-14 00:58:04,R_1QK7hM7vk2Rr8jn,,,,,"11,233306884766","78,166687011719",anonymous,EN,A13VEEU1DPKKOU,Female,28,Bachelor's Degree,Asian,Yes,A,A,A,A,B,E,C,B,C,C,C,D,D,B,A,D,E,C,C,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,B,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,A,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,VERY NICE ,91,785999
2018-02-14 00:43:07,2018-02-14 00:58:42,IP Address,106.51.37.82,100,934,True,2018-02-14 00:58:43,R_3qjPu4iBNEPLg0Z,,,,,"12,983306884766","77,583312988281",anonymous,EN,A1TW60NCALLP12,Male,27,Some 4-year College,White,Yes,A,D,E,E,B,B,B,B,A,C,D,D,C,D,C,D,D,E,B,E,A,A,A,A,B,B,B,B,D,E,C,C,B,D,D,B,E,B,E,A,A,A,A,A,B,B,B,B,C,C,E,C,C,C,B,C,E,D,E,E,C,C,E,D,B,E,B,C,E,C,C,B,A,E,A,B,D,B,B,B,D,A,C,E,D,D,A,D,D,C,B,E,C,B,B,D,C,B,E,D,nop,46,785999
2018-02-14 00:40:34,2018-02-14 00:59:02,IP Address,117.242.89.191,100,1107,True,2018-02-14 00:59:04,R_3O8IEp2NlItrCxm,,,,,"12,983306884766","77,583312988281",anonymous,EN,A3FPX5HIFBDJYX,Male,26,Some 4-year College,Asian,Yes,A,E,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,C,E,E,A,C,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,E,A,B,B,B,B,C,C,C,C,D,D,D,B,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,no,95,785999
2018-02-14 00:45:29,2018-02-14 00:59:28,IP Address,68.119.81.57,100,839,True,2018-02-14 00:59:30,R_3pmMpujEcMYlbDS,,,,,"32,532897949219","-85,507797241211",anonymous,EN,A3PQZBSG65FSTE,Female,21,High School Degree,White,Yes,E,A,A,A,B,D,B,B,A,C,A,C,D,D,D,D,B,E,A,C,A,A,A,C,B,B,B,B,C,C,E,A,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,A,C,D,D,D,D,E,E,E,A,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,No,88,785999
2018-02-14 00:41:45,2018-02-14 00:59:45,IP Address,112.209.133.0,100,1079,True,2018-02-14 00:59:46,R_1Q9jjNUttr4XuGl,,,,,"14,450607299805","120,98278808594",anonymous,EN,A2PQ6P3N2BYOVZ,Female,46,Bachelor's Degree,Asian,No,E,A,A,E,A,B,C,A,C,B,C,C,D,D,A,D,D,E,D,B,A,C,A,A,A,B,B,C,E,E,D,C,D,D,C,D,E,E,E,B,A,A,A,A,C,B,B,B,C,C,C,D,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,C,B,C,C,C,C,D,D,D,D,E,E,E,E,just took sometime to really recognize the face with the correct letters,79,785999
2018-02-14 00:24:13,2018-02-14 01:04:14,IP Address,122.174.96.237,100,2400,True,2018-02-14 01:04:16,R_1MX2HvfgPEwxjJz,,,,,"10,804992675781","78,685607910156",anonymous,EN,A321YWMP74ULKH,Female,28,Some 4-year College,American Indian or Alaska Native,Yes,B,A,B,E,A,B,B,B,C,D,D,D,E,D,E,D,E,D,C,C,E,A,D,D,B,B,C,B,C,C,C,B,D,D,D,D,C,B,C,C,B,E,D,D,B,B,B,B,B,B,D,B,B,D,C,D,D,C,C,C,E,C,C,A,B,B,B,B,C,C,A,C,E,D,D,D,C,C,C,E,E,A,C,A,B,B,B,B,C,C,C,C,D,D,D,D,A,C,E,E,No.,53,785999
2018-02-14 00:29:10,2018-02-14 01:06:09,IP Address,103.25.44.2,100,2219,True,2018-02-14 01:06:11,R_1EbaqLAjZ51uIUq,,,,,"11,233306884766","78,166687011719",anonymous,EN,A1W3PXK6XS6YXL,Female,22,Bachelor's Degree,Asian,Yes,A,A,A,A,B,D,C,B,B,E,D,D,C,C,C,E,E,D,B,C,A,A,A,A,B,B,B,B,E,C,D,E,D,D,D,C,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,C,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,NICE,82,785999
2018-02-14 00:49:02,2018-02-14 01:07:26,IP Address,157.50.49.174,100,1103,True,2018-02-14 01:07:27,R_1Lqvs6jMTDsGv5I,,,,,"11,233306884766","78,166687011719",anonymous,EN,A34FEDYGGZ4BN8,Male,23,Bachelor's Degree,White,Yes,A,A,A,A,C,C,A,E,C,C,D,E,D,D,D,D,B,E,C,C,A,A,A,A,C,B,B,E,C,C,C,C,D,D,D,D,E,E,E,B,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,no.,88,785999
2018-02-14 00:44:09,2018-02-14 01:08:14,IP Address,157.50.18.213,100,1445,True,2018-02-14 01:08:16,R_3njUnep2mxe7BCR,,,,,"13,083297729492","80,283294677734",anonymous,EN,A33FB8F5WQ0RUA,Male,26,Bachelor's Degree,Asian,Yes,A,A,A,A,D,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,E,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,D,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,D,C,C,C,C,C,D,D,D,E,E,E,E,no,95,785999
2018-02-14 00:55:23,2018-02-14 01:08:15,IP Address,103.21.78.154,100,772,True,2018-02-14 01:08:16,R_10CTDcywUuUtUbf,,,,,"10,350006103516","77,950012207031",anonymous,EN,A3IM1NBW1G1TCU,Male,25,Bachelor's Degree,White,Yes,A,D,E,C,C,C,E,B,C,C,D,B,E,D,D,A,E,D,E,E,C,D,D,D,B,B,B,B,D,E,D,D,E,A,E,E,D,E,D,C,A,A,C,E,B,C,C,B,E,E,D,E,C,B,B,C,D,E,D,E,E,A,D,C,B,B,B,B,D,E,D,E,D,C,D,D,E,D,E,D,C,E,A,A,B,B,B,B,E,D,E,A,D,E,A,B,D,D,E,A,GOOD,38,785999
2018-02-14 00:51:26,2018-02-14 01:08:23,IP Address,103.21.78.154,100,1017,True,2018-02-14 01:08:25,R_2SiQURUmlqDOSki,,,,,"10,350006103516","77,950012207031",anonymous,EN,A3IM1NBW1G1TCU,Female,25,Bachelor's Degree,American Indian or Alaska Native,Yes,E,A,A,A,C,A,B,C,C,B,C,C,C,B,A,B,E,E,E,E,A,A,A,A,B,C,B,B,C,C,C,A,B,C,B,B,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,B,C,B,B,C,E,E,E,E,A,A,A,A,B,B,B,B,C,B,C,C,C,B,B,C,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,C,B,C,B,E,E,E,E,no,71,785999
2018-02-14 00:52:06,2018-02-14 01:10:40,IP Address,157.49.169.165,100,1113,True,2018-02-14 01:10:42,R_3MrNWZJPdVcKpJT,,,,,"12,983306884766","77,583312988281",anonymous,EN,A32AMPIKNI9YMJ,Male,34,Master's Degree,Asian,No,A,A,A,A,A,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,No ,99,785999
2018-02-14 00:58:29,2018-02-14 01:11:23,IP Address,117.221.222.211,100,773,True,2018-02-14 01:11:24,R_3EFP94UQC6wHXuY,,,,,"11,75","79,75",anonymous,EN,ASZ56AVQ9MQUK,Male,25,Some 4-year College,American Indian or Alaska Native,Yes,B,B,D,C,D,C,C,C,B,A,E,E,B,E,A,B,A,A,B,B,A,C,B,E,D,B,E,D,E,D,D,B,C,A,A,C,B,E,D,C,C,C,E,D,D,B,E,B,A,D,B,C,A,B,E,A,E,C,A,D,D,C,B,D,D,A,D,E,A,E,C,C,E,B,E,B,A,C,D,B,C,B,D,A,A,C,C,C,D,A,B,B,E,E,E,E,D,B,A,A,no problem.it was easy,10,785999
2018-02-14 00:58:24,2018-02-14 01:14:58,IP Address,103.25.44.2,100,993,True,2018-02-14 01:15:00,R_2AXC7Zkl6etHfx3,,,,,"11,233306884766","78,166687011719",anonymous,EN,A32MKCXF8FS1MV,Female,25,Some 2-year College,Asian,Yes,A,C,A,B,B,B,D,C,C,B,C,B,A,C,D,A,E,C,A,B,D,E,A,D,D,B,B,E,C,E,B,B,E,D,E,D,B,A,B,B,B,A,A,A,E,C,D,D,C,B,B,E,E,D,E,C,B,E,B,A,A,A,A,A,C,C,C,E,B,B,C,B,C,E,D,C,B,B,E,E,A,A,A,A,B,B,B,B,B,D,B,C,D,D,C,C,E,B,E,B,easy to clear the problem,41,785999
2018-02-14 00:58:54,2018-02-14 01:15:39,IP Address,103.25.44.2,100,1004,True,2018-02-14 01:15:40,R_81ioxti8GpsklmV,,,,,"11,233306884766","78,166687011719",anonymous,EN,A2H9COVN7HMNLL,Female,22,Bachelor's Degree,Asian,Yes,D,E,C,C,E,B,E,D,E,E,B,E,D,C,C,D,C,D,D,C,D,D,B,A,D,D,D,D,D,E,D,D,D,C,D,E,C,C,E,B,E,D,D,D,D,D,D,C,D,C,C,E,D,D,D,C,D,C,C,D,D,D,D,D,E,E,B,E,E,D,C,D,D,D,C,D,D,C,D,D,C,B,D,D,D,C,D,D,E,E,E,D,C,D,D,E,D,D,D,E,NICE,20,785999
2018-02-14 01:00:52,2018-02-14 01:15:43,IP Address,117.246.147.48,100,890,True,2018-02-14 01:15:44,R_3e4uaImABy4VfOR,,,,,"13,649993896484","79,416687011719",anonymous,EN,A2KZVP4SEEUJYL,Female,26,Bachelor's Degree,Asian,Yes,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,no,100,785999
